doc_id,domain,task,public_status,source_path,paper_ready,source_provenance_issue,rendered_pages,textlayer_spans,mineable_candidates,review_rows,open_review_rows,packeted_open_review_rows,unpacketed_open_review_rows,fresh_open_review_rows,rights_blocked_open_review_rows,stale_open_review_rows,mergeable_review_rows,missing_review_evidence_rows,unique_open_review_rows,unique_packeted_open_review_rows,unique_fresh_open_review_rows,fresh_missing_review_evidence_rows,gold_rows,gold_microtext_rows,gold_visualdiff_rows,staged_future_rows,staged_future_capacity_path,conversion_exhaustion_status,conversion_exhaustion_evidence,duplicate_payload_alias,next_step,priority_score,source_url
nasa_20240015687_transit_habitat_rcs_propulsion,pid,microtext,government_public_use_permitted_nasa_candidate,microtext/docs/source_intake_2026_09_01_wave1737_nasa_transit_habitat_rcs/20240015687.pdf,True,,12,223,0,6002,2916,1081,1835,0,0,1835,0,0,1725,190,0,0,0,0,0,0,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,await_human_return,406,https://ntrs.nasa.gov/citations/20240015687
pixhawk_io_v1_3_schematic,pcb_schematic,microtext,cc_by_sa_3_0_open_hardware_candidate,microtext/docs/pixhawk_unused_schematic_snapshots/revisions/pixhawk_io_v1_3_schematic.sch,True,,1,832,419,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,114,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/pixhawk/Hardware.git
pixhawk_ioar_v1_2_schematic,pcb_schematic,microtext,cc_by_sa_3_0_open_hardware_candidate,microtext/docs/pixhawk_unused_schematic_snapshots/revisions/pixhawk_ioar_v1_2_schematic.sch,True,,1,653,344,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,109,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/pixhawk/Hardware.git
pixhawk_sapog_reference_schematic,pcb_schematic,microtext,cc_by_sa_3_0_open_hardware_candidate,microtext/docs/pixhawk_unused_schematic_snapshots/revisions/pixhawk_sapog_reference_schematic.sch,True,,2,769,348,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,119,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/pixhawk/Hardware.git
sparkfun_micromod_artemis_v14,pcb_schematic,visualdiff,cc_by_sa_4_0_open_hardware_candidate,visualdiff/docs/sparkfun_micromod_artemis/revisions/sparkfun_micromod_artemis_v14.sch,True,,1,411,151,22,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,11,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/sparkfun/MicroMod_Artemis_Processor.git
sparkfun_micromod_artemis_v16,pcb_schematic,visualdiff,cc_by_sa_4_0_open_hardware_candidate,visualdiff/docs/sparkfun_micromod_artemis/revisions/sparkfun_micromod_artemis_v16.sch,True,,1,424,155,28,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/sparkfun/MicroMod_Artemis_Processor.git
sparkfun_micromod_esp32_v02,pcb_schematic,visualdiff,cc_by_sa_4_0_open_hardware_candidate,visualdiff/docs/sparkfun_micromod_esp32/revisions/sparkfun_micromod_esp32_v02.sch,True,,1,497,171,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,1,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/sparkfun/MicroMod_ESP32_Processor.git
sparkfun_micromod_esp32_v10,pcb_schematic,visualdiff,cc_by_sa_4_0_open_hardware_candidate,visualdiff/docs/sparkfun_micromod_esp32/revisions/sparkfun_micromod_esp32_v10.sch,True,,1,493,169,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/sparkfun/MicroMod_ESP32_Processor.git
sparkfun_micromod_esp32_v10fix,pcb_schematic,visualdiff,cc_by_sa_4_0_open_hardware_candidate,visualdiff/docs/sparkfun_micromod_esp32/revisions/sparkfun_micromod_esp32_v10fix.sch,True,,1,492,169,24,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,19,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/sparkfun/MicroMod_ESP32_Processor.git
sparkfun_micromod_esp32_v11,pcb_schematic,visualdiff,cc_by_sa_4_0_open_hardware_candidate,visualdiff/docs/sparkfun_micromod_esp32/revisions/sparkfun_micromod_esp32_v11.sch,True,,1,490,171,24,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,11,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/sparkfun/MicroMod_ESP32_Processor.git
sparkfun_micromod_teensy_v11_base,pcb_schematic,visualdiff,cc_by_sa_4_0_open_hardware_candidate,visualdiff/docs/sparkfun_micromod_teensy/revisions/sparkfun_micromod_teensy_v11_base.sch,True,,1,631,308,255,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,234,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://github.com/sparkfun/MicroMod_Teensy_Processor.git
nasa_19950020756_combustor_flow_schematics,pid,microtext,government_public_use_permitted_nasa_candidate,source/review/nasa_19950020756_wave754/19950020756.pdf,True,,4,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,,,False,staged_future_review_capacity,-50,https://ntrs.nasa.gov/citations/19950020756
arduino_leonardo_schematics,datasheet_spec,microtext,cc_by_sa_4_0_arduino_hardware,microtext/docs/arduino_leonardo_docs/arduino_leonardo_schematics.pdf,True,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_no_candidate,derived/quality/v2_0_wave878_arduino_leonardo_novelty.json,False,staged_future_review_capacity,-50,https://docs.arduino.cc/hardware/leonardo/
doe_hdbk_1013_92_vol1_instrumentation_control,pid,microtext,public_domain_us_federal_candidate,microtext/docs/source_intake_2026_08_16_wave175_federal/doe_hdbk_1013_92_vol1_instrumentation_control.pdf,True,,41,1369,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave177_doe_vol1_pid_ocr_visual_audit.json,False,staged_future_review_capacity,-50,https://www.energy.gov/ehss/articles/doe-hdbk-10131-92
doe_hdbk_1013_92_vol2_instrumentation_control,pid,microtext,public_domain_us_federal_candidate,microtext/docs/source_intake_2026_08_16_wave175_federal/doe_hdbk_1013_92_vol2_instrumentation_control.pdf,True,,26,832,41,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave177_doe_vol2_pid_ocr_visual_audit.json,False,staged_future_review_capacity,-50,https://www.energy.gov/ehss/articles/doe-hdbk-10132-92
fhwa_cfl_fp24_c157_50,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_cfl_fp24_standard_drawings/fhwa_cfl_fp24_c157_50.pdf,True,,2,171,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_staged_capacity_2026-08-21-wave318-cfl-c157-50-final.json,False,staged_future_review_capacity,-50,https://highways.dot.gov/federal-lands/std-drawings/cfl
fhwa_wfl_fp24_w157_15,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w157_15.pdf,True,,2,319,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w157_16,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w157_16.pdf,True,,2,187,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w157_2,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w157_2.pdf,True,,4,404,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w253_1,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w253_1.pdf,True,,2,590,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w253_2,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w253_2.pdf,True,,2,457,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w253_3,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w253_3.pdf,True,,2,373,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w601_10,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w601_10.pdf,True,,2,1107,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,47,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w606_10,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w606_10.pdf,True,,2,435,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w606_11,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w606_11.pdf,True,,2,430,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w606_12,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w606_12.pdf,True,,2,355,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w606_13,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w606_13.pdf,True,,2,512,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w606_14,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w606_14.pdf,True,,2,226,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w617_83,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w617_83.pdf,True,,6,952,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,52,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w621_1,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w621_1.pdf,True,,2,292,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w628_10,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w628_10.pdf,True,,2,190,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w633_7,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w633_7.pdf,True,,2,553,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w634_1,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w634_1.pdf,True,,2,344,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,32,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w634_2,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w634_2.pdf,True,,2,338,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w646_1,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w646_1.pdf,True,,2,440,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,41,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w646_2,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w646_2.pdf,True,,2,418,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
fhwa_wfl_fp24_w646_3,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/fhwa_wfl_fp24_standard_drawings/fhwa_wfl_fp24_w646_3.pdf,True,,2,331,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/wave122_fhwa_wfl_visual_audit.csv,False,staged_future_review_capacity,-50,https://highways.fhwa.dot.gov/federal-lands/std-drawings/wfl
nasa_19790025407_small_power_system_vol3,pid,microtext,government_public_use_permitted_nasa_candidate,microtext/docs/source_intake_2026_08_16_wave191/nasa_19790025407_small_power_system_vol3.pdf,True,,5,333,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,24,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave191_nasa_power_system_promotion_contract.json,False,staged_future_review_capacity,-50,https://ntrs.nasa.gov/citations/19790025407
nasa_19810016957_silane_to_silicon_process,pid,microtext,government_public_use_permitted_nasa_candidate,microtext/docs/source_intake_2026_08_16_wave190/nasa_19810016957_silane_to_silicon_process.pdf,True,,19,738,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,36,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave190_nasa_silane_promotion_contract.json,False,staged_future_review_capacity,-50,https://ntrs.nasa.gov/citations/19810016957
nasa_19980237539_delta3_pneumatic_pid,pid,microtext,government_public_use_permitted_nasa_candidate,microtext/docs/source_intake_2026_08_17_wave199/nasa_19980237539_delta3_pneumatic_pid.pdf,True,,2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,11,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave199_visual_report.json,False,staged_future_review_capacity,-50,https://ntrs.nasa.gov/citations/19980237539
nasa_20250002801_sofc_power_system,pid,microtext,government_public_use_permitted_nasa_candidate,microtext/docs/source_intake_2026_08_16_wave192/nasa_20250002801_sofc_power_system.pdf,True,,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,21,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave192_promotion_contract.json,False,staged_future_review_capacity,-50,https://ntrs.nasa.gov/citations/20250002801
nrcs_pa_pa_017a,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/nrcs_pa_standard_drawings/nrcs_pa_pa_017a.pdf,True,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave171_textlayer_dedup_audit.json,False,staged_future_review_capacity,-50,https://www.nrcs.usda.gov/state-offices/pennsylvania/standard-pennsylvania-drawings
nrcs_pa_pa_017b,civil_architectural,microtext,public_domain_us_federal_candidate,microtext/docs/nrcs_pa_standard_drawings/nrcs_pa_pa_017b.pdf,True,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,derived/quality/v2_0_canonical_future_capacity_2026-08-29-wave1027-current-safe-plus-wave1012-nasa.jsonl;derived/quality/v2_0_staged_capacity_2026-09-09-wave2366-cross-domain-test-capacity.json,machine_exhausted_after_reviewed_pass,derived/quality/v2_0_wave171_textlayer_dedup_audit.json,False,staged_future_review_capacity,-50,https://www.nrcs.usda.gov/state-offices/pennsylvania/standard-pennsylvania-drawings
